Escolaridad,Nivel Escolar,Ocupación,Ingreso,Cuenta de Nómina,Tarjeta de Débito,Tarjeta Dummy,Uso de Tarjeta,Bancos,BancoDummy,Tamaño de localidad,Región,RegionDummy,Genero,GeneroDummy,Edad
2,Primaria,trabajó por lo menos una hora,4800,No,No,0,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,71
2,Primaria,trabajó por lo menos una hora,3600,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,49
3,Secundaria.,trabajó por lo menos una hora,5200,Sí,Sí,1,0,HSBC,6,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,27
2,Primaria,trabajó por lo menos una hora,3200,No,Sí,1,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,64
6,Preparatoria o bachillerato,trabajó por lo menos una hora,0,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,21
0,Ninguno,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,66
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,Sí,1,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,46
2,Primaria,No trabajó,0,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,65
3,Secundaria.,trabajó por lo menos una hora,6000,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,26
3,Secundaria.,trabajó por lo menos una hora,1800,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,67
3,Secundaria.,trabajó por lo menos una hora,4400,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,33
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,Sí,1,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,40
2,Primaria,trabajó por lo menos una hora,1200,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,66
6,Preparatoria o bachillerato,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,37
6,Preparatoria o bachillerato,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,400,No,Sí,1,0,Banco Azteca,8,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,38
2,Primaria,trabajó por lo menos una hora,2500,No,Sí,1,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,75
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,3600,No,Sí,1,0,HSBC,6,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,20
2,Primaria,trabajó por lo menos una hora,4800,Sí,Sí,1,0,Citibanamex,1,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,60
2,Primaria,No trabajó,0,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,68
3,Secundaria.,trabajó por lo menos una hora,6400,Sí,Sí,1,0,BanCoppel,11,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,27
2,Primaria,buscó trabajo,0,No,No,0,0,BanCoppel,11,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,51
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,60
0,Ninguno,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,66
6,Preparatoria o bachillerato,Es estudiante,0,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,18
2,Primaria,trabajó por lo menos una hora,8000,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,43
3,Secundaria.,trabajó por lo menos una hora,4200,Sí,Sí,1,1,Banco Azteca,8,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,33
6,Preparatoria o bachillerato,trabajó por lo menos una hora,4800,Sí,Sí,1,0,BBVA,2,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,22
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,Sí,1,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,39
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,40
3,Secundaria.,trabajó por lo menos una hora,0,No,Sí,1,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,40
2,Primaria,trabajó por lo menos una hora,8000,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,30
2,Primaria,trabajó por lo menos una hora,3600,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,50
2,Primaria,buscó trabajo,1000,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,26
0,Ninguno,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,39
3,Secundaria.,trabajó por lo menos una hora,0,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,19
2,Primaria,buscó trabajo,3500,No,Sí,1,0,Banco Azteca,8,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,59
3,Secundaria.,No trabajó,0,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,43
3,Secundaria.,trabajó por lo menos una hora,2800,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,22
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,42
6,Preparatoria o bachillerato,No trabajó,3200,No,Sí,1,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,23
2,Primaria,trabajó por lo menos una hora,2800,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,33
6,Preparatoria o bachillerato,trabajó por lo menos una hora,2800,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,39
2,Primaria,trabajó por lo menos una hora,0,No,Sí,1,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,32
6,Preparatoria o bachillerato,trabajó por lo menos una hora,5200,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,32
3,Secundaria.,trabajó por lo menos una hora,0,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,58
2,Primaria,buscó trabajo,0,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,30
0,Ninguno,trabajó por lo menos una hora,1200,No,Sí,1,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,42
2,Primaria,trabajó por lo menos una hora,2000,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,53
6,Preparatoria o bachillerato,trabajó por lo menos una hora,6000,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,22
3,Secundaria.,trabajó por lo menos una hora,4000,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,28
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,12000,Sí,Sí,1,0,Santander,4,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,65
3,Secundaria.,trabajó por lo menos una hora,6000,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,29
8,Licenciatura o ingeniería (profesional),Es estudiante,0,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,20
6,Preparatoria o bachillerato,trabajó por lo menos una hora,4300,No,Sí,1,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,20
3,Secundaria.,trabajó por lo menos una hora,6000,No,Sí,1,0,BBVA,2,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,33
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,6000,Sí,Sí,1,0,BBVA,2,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,31
6,Preparatoria o bachillerato,trabajó por lo menos una hora,6000,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,30
6,Preparatoria o bachillerato,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,1000,No,No,0,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,44
3,Secundaria.,trabajó por lo menos una hora,4400,Sí,Sí,1,0,HSBC,6,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,26
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,58
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,200,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,61
3,Secundaria.,trabajó por lo menos una hora,4000,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,39
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,36000,Sí,Sí,1,5,BBVA,2,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,28
3,Secundaria.,trabajó por lo menos una hora,800,No,Sí,1,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,62
3,Secundaria.,trabajó por lo menos una hora,8000,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,57
3,Secundaria.,trabajó por lo menos una hora,1200,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,36
0,Ninguno,trabajó por lo menos una hora,0,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,68
6,Preparatoria o bachillerato,trabajó por lo menos una hora,3600,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,29
6,Preparatoria o bachillerato,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,300,No,,,0,0,0,menor de 2 500 habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,31
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,5000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,40
2,Primaria,trabajó por lo menos una hora,5600,Sí,Sí,1,0,Banorte,3,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,53
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,59
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,40000,Sí,Sí,1,30,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,26
7,Estudios técnicos con preparatoria terminada.,trabajó por lo menos una hora,6000,Sí,Sí,1,20,Santander,4,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,22
2,Primaria,trabajó por lo menos una hora,6000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,31
0,Ninguno,trabajó por lo menos una hora,4000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,61
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,69
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,6000,No,No,0,0,Banco Azteca,8,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,40
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,5000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,34
9,Maestría o doctorado,trabajó por lo menos una hora,4167,Sí,Sí,1,20,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,37
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,Sí,1,0,Caja Popular Mexicana,9,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,46
8,Licenciatura o ingeniería (profesional),"tenía trabajo, pero no trabajó",4800,No,Sí,1,1,Citibanamex,1,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,40
6,Preparatoria o bachillerato,trabajó por lo menos una hora,4800,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,25
0,Ninguno,trabajó por lo menos una hora,2000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,49
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,8000,Sí,Sí,1,2,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,52
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,10000,Sí,No,0,0,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,58
6,Preparatoria o bachillerato,trabajó por lo menos una hora,2800,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,57
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,49
2,Primaria,trabajó por lo menos una hora,6000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,49
6,Preparatoria o bachillerato,trabajó por lo menos una hora,6000,Sí,Sí,1,5,Santander,4,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,37
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,Sí,Sí,1,0,BanCoppel,11,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,30
0,Ninguno,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,Sí,1,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,71
7,Estudios técnicos con preparatoria terminada.,trabajó por lo menos una hora,6000,Sí,Sí,1,6,No sabe,5,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,23
8,Licenciatura o ingeniería (profesional),Es estudiante,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,20
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,2400,No,Sí,1,5,No sabe,5,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,40
3,Secundaria.,trabajó por lo menos una hora,4000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,30
6,Preparatoria o bachillerato,trabajó por lo menos una hora,2000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,65
2,Primaria,trabajó por lo menos una hora,400,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,72
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,39
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,27
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,15000,Sí,Sí,1,3,Banorte,3,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,32
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,16000,Sí,Sí,1,8,Citibanamex,1,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,30
